ID,age,education,gender,hours-per-week
1360,44,9,0,96
1361,37,10,0,75
1362,19,9,1,13
1363,46,9,1,40
1364,37,9,1,70
1365,57,10,1,50
1366,55,6,0,45
1367,39,13,0,35
1368,17,6,1,24
1369,32,11,0,40
1370,31,10,1,40
1371,46,10,0,40
1372,26,7,0,40
1373,46,10,1,36
1374,40,13,0,40
1375,45,13,0,35
1376,18,6,0,40
1377,20,10,1,25
1378,22,11,0,40
1379,21,9,0,40
1380,38,9,0,40
1381,38,15,0,99
1382,32,13,0,44
1383,46,11,0,40
1384,34,13,0,45
1385,23,11,1,40
1386,56,13,0,20
1387,32,13,0,50
1388,41,13,0,40
1389,43,13,0,50
1390,42,7,0,45
1391,50,14,1,50
1392,51,9,0,55
1393,52,14,0,40
1394,50,10,0,55
1395,27,9,1,26
1396,38,13,0,40
1397,44,9,0,40
1398,39,9,0,70
1399,45,10,0,40
1400,54,10,0,40
1401,46,14,1,50
1402,26,9,1,40
1403,27,7,0,60
1404,37,9,0,38
1405,53,10,1,40
1406,62,13,0,35
1407,46,9,1,40
1408,45,9,0,50
1409,67,5,0,15
1410,39,9,1,38
1411,17,6,1,20
1412,31,5,0,40
1413,67,8,0,20
1414,20,11,1,40
1415,26,11,1,35
1416,39,9,0,40
1417,25,9,0,40
1418,25,13,1,40
1419,62,9,0,40
1420,52,10,0,60
1421,37,9,0,40
1422,35,13,0,28
1423,29,4,0,40
1424,29,14,0,40
1425,29,4,1,40
1426,40,14,0,50
1427,40,14,0,50
1428,52,15,1,40
1429,47,10,0,70
1430,45,14,0,50
1431,25,9,0,40
1432,41,10,0,48
1433,33,13,0,25
1434,65,10,0,50
1435,26,12,0,40
1436,25,6,0,40
1437,19,10,1,40
1438,44,9,0,50
1439,31,4,0,25
1440,44,13,1,37
1441,58,10,0,40
1442,23,10,0,40
1443,38,10,1,40
1444,38,9,0,65
1445,59,15,0,40
1446,54,9,0,60
1447,40,12,0,52
1448,46,9,1,40
1449,47,13,1,70
1450,43,9,0,35
1451,55,9,1,40
1452,41,13,0,35
1453,18,7,1,28
1454,20,10,1,12
1455,46,4,0,40
1456,22,6,0,30
1457,34,10,0,40
1458,46,13,1,40
1459,19,10,1,25
1460,22,13,0,40
1461,38,13,0,40
1462,48,10,0,40
1463,26,13,0,80
1464,38,14,0,45
1465,55,14,1,40
1466,38,10,1,40
1467,24,9,0,40
1468,54,9,0,20
1469,31,9,0,50
1470,46,11,1,40
1471,39,13,0,60
1472,28,7,0,40
1473,61,4,0,40
1474,36,9,0,40
1475,21,10,1,30
1476,25,8,1,30
1477,18,8,0,25
1478,39,15,0,65
1479,28,11,1,40
1480,59,13,0,40
1481,28,9,0,40
1482,28,2,0,77
1483,38,9,0,48
1484,51,9,0,35
1485,41,9,1,40
1486,35,10,0,55
1487,45,9,0,50
1488,47,11,0,40
1489,39,10,0,26
1490,46,9,0,40
1491,31,9,0,40
1492,62,10,1,45
1493,25,10,0,40
1494,69,12,1,6
1495,56,9,0,41
1496,44,10,0,60
1497,44,13,0,40
1498,46,8,0,40
1499,65,13,0,40
1500,47,10,0,60
1501,31,9,0,40
1502,26,13,1,40
1503,56,14,0,40
1504,28,4,0,40
1505,39,13,0,40
1506,43,13,0,45
1507,19,10,1,26
1508,39,9,1,20
1509,28,10,0,40
1510,39,13,0,60
1511,35,9,0,40
1512,59,10,0,60
1513,73,9,0,30
1514,48,10,1,48
1515,39,13,0,50
1516,20,10,0,40
1517,36,10,0,40
1518,26,9,0,40
1519,34,12,1,40
1520,33,9,0,40
1521,54,13,0,25
1522,30,13,0,40
1523,57,13,1,40
1524,42,14,0,50
1525,24,10,1,20
1526,38,9,0,40
1527,46,9,0,40
1528,24,10,1,40
1529,58,4,0,40
1530,56,11,0,60
1531,25,13,0,35
1532,46,13,0,40
1533,39,9,0,60
1534,54,10,1,40
1535,41,13,0,40
1536,23,13,1,45
1537,53,9,1,40
1538,19,9,1,52
1539,59,13,0,50
1540,33,10,0,40
1541,50,14,0,50
1542,36,10,0,40
1543,46,14,0,41
1544,35,12,0,40
1545,39,9,0,40
1546,55,9,1,40
1547,31,12,0,55
1548,29,10,1,40
1549,28,13,0,50
1550,42,16,0,60
1551,30,10,0,40
1552,20,9,1,30
1553,35,9,0,40
1554,55,14,1,40
1555,59,16,0,60
1556,48,14,1,40
1557,47,13,0,40
1558,66,9,0,10
1559,41,14,0,40
1560,43,9,0,40
1561,22,12,0,20
1562,40,11,1,40
1563,28,5,0,50
1564,18,7,0,16
1565,46,14,0,50
1566,63,13,0,8
1567,38,13,1,24
1568,28,14,0,48
1569,21,9,0,50
1570,67,9,1,20
1571,37,13,0,45
1572,42,10,0,40
1573,19,9,0,40
1574,20,10,1,40
1575,30,9,1,40
1576,28,13,1,40
1577,47,9,0,40
1578,55,9,0,40
1579,30,10,0,40
1580,53,14,0,70
1581,29,12,0,60
1582,26,9,0,50
1583,25,6,1,40
1584,22,9,0,50
1585,33,9,0,40
1586,30,13,1,33
1587,24,13,1,75
1588,20,10,0,48
1589,34,10,1,40
1590,23,10,0,20
1591,37,9,0,35
1592,18,10,1,30
1593,33,10,0,12
1594,49,13,1,45
1595,38,14,0,40
1596,31,14,1,25
1597,31,11,0,55
1598,68,6,1,20
1599,43,10,0,48
1600,39,14,0,40
1601,79,12,1,2
1602,20,10,0,40
1603,57,13,1,45
1604,21,9,0,35
1605,36,9,1,38
1606,39,9,0,50
1607,74,9,0,20
1608,50,13,0,45
1609,45,9,1,40
1610,59,10,0,60
1611,48,13,0,40
1612,40,9,1,4
1613,62,9,0,40
1614,61,10,0,45
1615,57,10,0,40
1616,49,3,0,40
1617,21,9,1,30
1618,21,9,1,10
1619,26,9,1,50
1620,30,13,0,40
1621,62,4,0,91
1622,72,6,0,15
1623,42,10,0,55
1624,35,9,1,35
1625,30,9,1,40
1626,24,9,0,40
1627,19,9,0,40
1628,57,9,0,40
1629,53,9,0,40
1630,55,2,1,30
1631,17,8,0,12
1632,60,3,0,40
1633,43,10,1,6
1634,30,9,0,35
1635,35,13,1,24
1636,24,14,1,45
1637,50,9,1,45
1638,43,14,1,47
1639,36,10,0,60
1640,52,10,0,40
1641,28,10,0,40
1642,45,7,1,25
1643,50,13,0,35
1644,27,9,0,45
1645,49,9,0,55
1646,69,9,0,40
1647,52,10,0,40
1648,24,11,0,50
1649,23,9,0,40
1650,38,9,0,50
1651,39,9,0,50
1652,33,14,0,50
1653,43,13,0,40
1654,29,9,0,45
1655,57,13,0,40
1656,47,10,1,36
1657,23,7,0,25
1658,51,9,0,40
1659,48,6,1,32
1660,60,13,0,40
1661,46,9,0,60
1662,50,13,0,40
1663,52,10,1,40
1664,37,12,0,50
1665,33,9,0,50
1666,28,13,0,45
1667,43,15,0,50
1668,29,9,1,34
1669,29,9,1,40
1670,57,4,0,40
1671,24,13,0,40
1672,39,13,1,40
1673,48,15,0,45
1674,37,9,0,40
1675,24,9,0,40
1676,24,10,0,50
1677,30,12,1,25
1678,41,10,0,40
1679,19,10,0,45
1680,52,14,0,50
1681,71,9,0,40
1682,19,10,1,9
1683,59,9,0,40
1684,56,10,0,60
1685,33,6,0,40
1686,51,12,0,30
1687,40,10,0,40
1688,37,11,0,45
1689,28,9,0,38
1690,33,9,0,50
1691,32,12,0,45
1692,47,12,0,40
1693,57,13,0,40
1694,23,10,0,30
1695,28,7,1,40
1696,22,8,0,50
1697,45,9,1,19
1698,50,10,0,40
1699,48,16,0,60
1700,36,9,1,40
1701,53,12,0,40
1702,47,9,0,60
1703,49,11,0,40
1704,57,9,1,28
1705,59,13,0,55
1706,61,8,0,40
1707,39,14,0,50
1708,23,4,0,35
1709,24,9,0,40
1710,35,13,0,45
1711,59,10,0,60
1712,45,9,0,44
1713,59,12,0,40
1714,64,11,0,40
1715,64,13,1,50
1716,24,11,0,45
1717,40,10,0,50
1718,43,13,0,40
1719,30,11,0,40
1720,32,9,0,55
1721,20,10,0,20
1722,37,13,0,43
1723,50,10,0,40
1724,29,13,0,40
1725,50,9,0,40
1726,50,12,0,50
1727,28,10,1,40
1728,26,13,0,50
1729,20,9,0,40
1730,21,9,0,30
1731,30,13,1,45
1732,38,14,1,50
1733,29,11,0,40
1734,49,10,0,45
1735,27,13,1,45
1736,37,9,0,40
1737,33,10,0,26
1738,72,15,0,50
1739,30,9,0,40
1740,35,9,0,50
1741,24,9,1,40
1742,26,9,0,60
1743,25,13,0,40
1744,70,13,0,12
1745,18,9,1,20
1746,49,7,1,6
1747,49,9,0,40
1748,36,14,0,30
1749,39,14,1,40
1750,58,9,0,50
1751,31,9,0,45
1752,29,9,1,40
1753,38,11,0,40
1754,49,12,0,45
1755,64,9,0,5
1756,37,14,1,38
1757,72,7,1,8
1758,38,9,0,40
1759,51,14,0,47
1760,68,6,1,90
1761,20,10,1,30
1762,41,13,0,42
1763,31,14,1,60
1764,38,13,0,54
1765,50,13,0,50
1766,37,10,0,40
1767,19,10,0,15
1768,42,15,0,35
1769,39,10,0,40
1770,27,10,0,40
1771,58,9,0,40
1772,47,14,1,45
1773,39,9,1,40
1774,40,9,0,40
1775,78,14,0,40
1776,73,7,0,15
1777,60,10,0,40
1778,42,13,0,55
1779,22,11,1,30
1780,65,9,0,40
1781,26,3,0,40
1782,54,9,1,40
1783,51,12,0,50
1784,23,13,1,25
1785,34,10,0,40
1786,38,13,0,40
1787,29,11,0,40
1788,47,9,0,50
1789,69,5,0,40
1790,20,10,0,15
1791,60,9,0,70
1792,45,13,1,50
1793,56,10,0,40
1794,58,13,0,45
1795,25,10,0,40
1796,46,9,0,40
1797,42,10,0,40
1798,35,6,0,99
1799,27,5,0,40
1800,67,13,0,55
1801,35,13,1,40
1802,32,13,0,40
1803,41,10,0,45
1804,40,4,0,40
1805,27,13,0,30
1806,54,11,0,40
1807,24,10,0,40
1808,26,14,0,40
1809,59,13,0,55
1810,34,13,1,40
1811,27,9,1,40
1812,25,9,0,40
1813,17,8,1,30
1814,43,9,0,40
1815,48,9,0,40
1816,33,7,0,40
1817,45,10,1,40
1818,53,10,0,40
1819,41,9,0,44
1820,54,9,0,48
1821,23,10,0,24
1822,18,7,1,20
1823,28,6,1,48
1824,60,2,0,38
1825,28,10,1,16
1826,21,9,1,35
1827,24,9,0,38
1828,31,9,0,40
1829,63,9,0,40
1830,76,9,0,24
1831,48,9,0,40
1832,41,14,0,40
1833,34,13,0,55
1834,30,10,0,45
1835,18,9,1,15
1836,29,9,1,60
1837,55,10,0,70
1838,21,10,0,40
1839,32,9,0,40
1840,29,14,0,55
1841,34,9,1,45
1842,35,10,0,36
1843,31,9,1,50
1844,32,10,0,60
1845,45,10,1,40
1846,21,9,0,35
1847,66,9,0,4
1848,53,14,0,55
1849,25,10,0,43
1850,33,9,0,40
1851,66,13,0,40
1852,49,9,1,40
1853,38,10,0,80
1854,29,12,0,40
1855,40,9,0,40
1856,39,10,0,60
1857,35,9,0,60
1858,51,10,1,40
1859,37,12,0,50
1860,17,6,0,40
1861,47,9,1,40
1862,25,10,0,40
1863,19,10,0,20
1864,51,9,0,40
1865,45,9,1,55
1866,41,9,0,40
1867,37,9,1,37
1868,39,9,0,40
1869,34,11,1,40
1870,58,5,0,40
1871,40,13,0,40
1872,51,9,0,40
1873,23,7,0,40
1874,34,9,0,40
1875,51,11,1,38
1876,30,9,0,40
1877,33,9,1,40
1878,36,13,0,45
1879,33,9,1,48
1880,36,13,0,40
1881,35,14,0,50
1882,46,9,0,70
1883,21,10,1,20
1884,62,9,0,40
1885,48,10,0,38
1886,19,9,0,40
1887,61,9,0,50
1888,45,15,1,43
1889,43,10,0,50
1890,43,9,0,40
1891,27,9,1,40
1892,58,15,0,45
1893,55,9,0,40
1894,19,9,1,20
1895,38,14,0,40
1896,29,13,0,50
1897,43,9,1,40
1898,61,10,0,40
1899,53,10,1,43
1900,44,9,0,40
1901,20,10,1,35
1902,56,10,0,41
1903,20,7,1,39
1904,33,9,0,40
1905,37,10,0,30
1906,19,10,1,20
1907,47,9,1,35
1908,30,9,1,40
1909,55,14,0,60
1910,54,10,0,48
1911,44,9,1,40
1912,27,10,0,40
1913,28,13,1,40
1914,24,6,1,58
1915,48,14,0,40
1916,43,9,1,26
1917,40,9,0,75
1918,47,13,0,40
1919,37,9,0,40
1920,39,7,1,40
1921,44,10,0,40
1922,52,9,0,40
1923,30,13,0,70
1924,57,6,1,40
1925,50,4,1,20
1926,27,12,0,42
1927,58,10,1,20
1928,38,13,0,48
1929,45,13,0,37
1930,24,11,0,20
1931,59,9,0,40
1932,23,9,0,25
1933,34,13,0,20
1934,43,13,1,7
1935,18,10,1,40
1936,55,10,0,40
1937,23,9,0,40
1938,27,13,0,60
1939,37,11,1,30
1940,30,10,1,40
1941,45,9,0,40
1942,44,13,0,50
1943,40,15,1,40
1944,24,13,0,44
1945,48,9,0,30
1946,27,9,0,35
1947,31,9,0,40
1948,37,9,0,50
1949,47,14,0,41
1950,41,9,0,40
1951,43,9,0,40
1952,43,9,1,40
1953,36,9,0,40
1954,36,13,0,40
1955,34,9,0,70
1956,49,10,0,17
1957,50,9,1,12
1958,63,13,0,30
1959,21,7,1,40
1960,33,9,0,40
1961,38,9,0,45
1962,48,13,1,35
1963,23,10,1,12
1964,39,9,0,45
1965,40,9,1,40
1966,54,13,0,40
1967,37,14,1,45
1968,28,10,0,40
1969,30,14,0,50
1970,21,9,0,37
1971,49,10,0,35
1972,40,9,1,25
1973,28,13,1,60
1974,45,9,1,40
1975,24,13,0,40
1976,20,9,0,40
1977,24,9,1,30
1978,27,10,1,30
1979,61,9,1,40
1980,56,9,0,40
1981,38,11,0,40
1982,38,9,0,40
1983,34,14,0,45
1984,28,10,0,40
1985,28,10,0,40
1986,46,15,0,40
1987,40,2,0,45
1988,23,7,1,40
1989,56,12,1,40
1990,22,12,1,27
1991,60,9,0,40
1992,51,9,0,40
1993,49,10,1,40
1994,24,9,0,40
1995,34,13,0,50
1996,39,12,1,25
1997,17,7,1,24
1998,17,7,1,40
1999,28,10,0,40
2000,53,9,0,60
2001,59,6,1,40
2002,36,13,0,40
2003,46,10,0,40
2004,36,9,0,40
2005,49,6,0,40
2006,29,10,0,60
2007,40,9,0,40
2008,18,9,1,38
2009,20,10,0,40
2010,52,10,0,50
2011,51,12,1,40
2012,18,9,1,30
2013,24,13,0,20
2014,72,9,1,16
2015,30,13,0,40
2016,27,10,0,45
2017,42,9,0,40
2018,45,16,0,45
2019,31,13,0,60
2020,45,9,0,50
2021,43,13,0,40
2022,65,10,1,6
2023,46,14,0,40
2024,40,9,0,40
2025,42,11,0,40
2026,47,10,0,40
2027,57,10,0,40
2028,35,14,0,55
2029,40,9,0,50
2030,26,9,1,40
2031,56,9,0,40
2032,31,13,0,40
2033,37,13,1,50
2034,19,9,0,16
2035,45,7,0,40
2036,57,10,0,40
2037,58,9,0,40
2038,23,9,1,30
2039,34,12,1,35
2040,67,9,0,35
2041,73,10,0,6
2042,24,11,0,55
2043,26,10,0,40
2044,21,10,0,65
2045,43,13,1,60
2046,21,9,1,40
2047,47,9,0,40
2048,61,9,1,35
2049,36,9,1,30
2050,46,10,0,60
2051,24,9,1,25
2052,45,10,1,40
2053,50,16,1,60
2054,34,10,1,40
2055,19,10,1,20
2056,40,13,0,40
2057,36,9,0,50
2058,59,14,0,35
2059,53,9,0,40
2060,25,9,0,40
2061,37,3,0,40
2062,44,14,0,40
2063,41,11,0,40
2064,39,10,0,25
2065,30,9,0,40
2066,57,8,0,40
2067,29,6,0,35
2068,35,10,0,70
2069,38,12,0,56
2070,41,9,0,40
2071,33,9,1,25
2072,46,9,1,30
2073,56,9,0,40
2074,26,9,0,48
2075,34,11,0,75
2076,31,13,0,50
2077,40,10,0,40
2078,46,14,1,50
2079,21,12,1,18
2080,27,9,0,50
2081,74,3,0,40
2082,38,9,0,40
2083,42,9,0,40
2084,44,13,0,60
2085,45,10,0,40
2086,35,9,0,60
2087,37,10,0,35
2088,54,10,1,40
2089,17,6,1,12
2090,32,10,0,45
2091,56,4,1,45
2092,26,13,1,40
2093,36,5,1,40
2094,18,10,1,16
2095,52,13,0,40
2096,43,12,0,60
2097,24,9,1,32
2098,41,13,0,40
2099,25,11,1,40
2100,30,9,0,40
2101,26,13,1,40
2102,55,10,1,50
2103,30,16,0,20
2104,37,13,1,40
2105,49,10,1,44
2106,19,9,0,40
2107,63,14,1,40
2108,75,9,0,35
2109,29,9,0,40
2110,18,7,0,15
2111,28,9,0,40
2112,73,10,1,10
2113,34,13,0,42
2114,34,13,0,40
2115,36,13,1,40
2116,55,9,1,40
2117,36,10,1,56
2118,45,10,0,75
2119,45,9,0,45
2120,45,9,1,40
2121,22,9,0,40
2122,20,9,0,40
2123,50,9,0,45
2124,58,9,0,40
2125,25,13,0,40
2126,31,9,1,40
2127,33,16,0,40
2128,34,11,0,48
2129,24,9,0,40
2130,43,10,0,38
2131,28,13,0,40
2132,37,9,0,40
2133,43,14,0,40
2134,44,9,0,38
2135,68,4,1,15
2136,22,9,1,33
2137,30,9,0,40
2138,50,14,0,50
2139,17,5,1,25
2140,46,13,1,40
2141,26,7,0,40
2142,44,9,1,40
2143,31,9,1,40
2144,37,13,1,37
2145,39,11,0,60
2146,45,9,0,60
2147,45,9,1,40
2148,40,14,0,60
2149,57,4,0,40
2150,33,13,1,45
2151,24,10,0,40
2152,60,14,0,40
2153,55,9,0,40
2154,34,13,1,36
2155,27,3,1,40
2156,34,7,0,40
2157,36,13,0,60
2158,58,15,0,40
2159,38,9,0,40
2160,32,10,0,35
2161,25,10,0,40
2162,41,11,1,15
2163,35,9,0,40
2164,41,10,0,55
2165,18,9,1,25
2166,20,10,1,35
2167,25,9,0,40
2168,38,9,0,50
2169,45,13,0,50
2170,45,10,0,56
2171,68,9,0,32
2172,45,10,0,50
2173,27,9,0,20
2174,23,9,1,40
2175,47,15,0,60
2176,40,13,0,45
2177,50,14,0,40
2178,41,10,0,40
2179,20,10,1,30
2180,36,13,1,50
2181,24,13,1,40
2182,44,12,1,45
2183,37,10,0,50
2184,45,14,0,40
2185,34,9,0,30
2186,24,9,0,40
2187,57,10,0,40
2188,24,10,1,30
2189,57,9,0,50
2190,22,10,1,32
2191,52,11,0,48
2192,36,10,0,40
2193,37,13,0,47
2194,45,13,0,45
2195,40,9,1,25
2196,58,9,0,40
2197,27,11,1,38
2198,28,14,1,30
2199,24,10,0,50
2200,29,10,0,45
2201,37,9,0,44
2202,46,10,0,38
2203,27,10,0,40
2204,47,10,0,40
2205,42,13,0,40
2206,47,9,0,50
2207,29,11,1,40
2208,44,14,0,38
2209,19,9,1,16
2210,45,13,0,50
2211,27,10,1,40
2212,45,9,0,32
2213,33,13,0,40
2214,25,4,0,40
2215,18,7,0,25
2216,27,9,0,55
2217,31,10,0,40
2218,34,10,0,40
2219,65,13,0,40
2220,49,9,1,40
2221,67,9,0,37
2222,38,10,1,40
2223,24,10,0,25
2224,46,13,0,72
2225,33,9,0,40
2226,73,15,0,40
2227,58,9,1,40
2228,31,4,0,20
2229,41,9,1,40
2230,21,9,0,40
2231,70,5,1,25
2232,28,5,1,40
2233,50,12,0,40
2234,48,13,0,40
2235,18,9,0,48
2236,22,10,1,20
2237,58,4,1,45
2238,29,10,0,40
2239,38,4,0,56
2240,54,9,1,40
2241,22,9,1,40
2242,44,13,0,40
2243,39,10,0,40
2244,34,10,0,35
2245,32,9,0,40
2246,42,16,0,43
2247,36,9,1,35
2248,17,6,0,5
2249,51,10,0,40
2250,26,9,1,40
2251,18,7,0,25
2252,21,9,1,40
2253,55,9,1,40
2254,26,10,1,4
2255,39,9,0,50
2256,34,13,0,48
2257,53,4,0,45
2258,58,13,0,50
2259,43,9,0,50
2260,41,13,0,65
2261,22,6,0,40
2262,47,14,0,60
2263,24,13,1,8
2264,39,7,1,40
2265,42,10,0,40
2266,50,4,0,60
2267,45,9,0,40
2268,41,9,1,40
2269,48,5,0,44
2270,52,12,0,40
2271,43,13,0,42
2272,25,13,0,35
2273,25,13,1,40
2274,25,7,0,40
2275,49,12,0,40
2276,37,5,1,48
2277,23,13,1,40
2278,29,6,1,25
2279,24,13,1,20
2280,38,10,1,40
2281,31,10,0,40
2282,33,9,0,40
2283,49,9,0,40
2284,27,13,1,60
2285,35,12,0,60
2286,37,9,0,50
2287,48,13,1,56
2288,32,10,1,40
2289,29,9,1,44
2290,20,10,0,56
2291,20,10,1,20
2292,25,13,0,20
2293,43,10,0,40
2294,22,7,0,70
2295,44,13,0,48
2296,47,16,0,50
2297,68,10,0,48
2298,33,9,0,70
2299,49,10,0,70
2300,47,10,0,80
2301,22,10,1,40
2302,41,10,0,46
2303,44,10,0,44
2304,39,13,0,40
2305,37,13,0,50
2306,23,12,0,40
2307,46,13,0,60
2308,70,10,0,20
2309,34,9,0,40
2310,39,10,1,40
2311,17,8,0,16
2312,33,10,1,40
2313,49,3,0,45
2314,26,14,1,40
2315,48,13,0,50
2316,40,9,0,45
2317,26,12,0,40
2318,31,9,1,40
2319,23,13,1,60
2320,32,9,0,40
2321,46,13,0,40
2322,31,13,1,20
2323,23,13,1,20
2324,30,9,0,40
2325,44,10,0,55
2326,55,7,0,45
2327,44,13,0,40
2328,24,7,0,40
2329,26,9,1,40
2330,42,12,1,24
2331,38,10,0,40
2332,27,14,1,46
2333,38,9,0,40
2334,29,9,0,40
2335,18,9,1,25
2336,28,13,0,40
2337,23,9,0,40
2338,29,10,0,60
2339,22,9,0,40
2340,20,10,1,46
2341,38,9,0,99
2342,29,13,0,40
2343,37,10,1,27
2344,53,9,0,40
2345,33,13,0,40
2346,31,13,1,40
2347,25,13,0,40
2348,36,9,1,36
2349,70,13,1,20
2350,47,5,1,30
2351,55,3,1,40
2352,37,9,0,40
2353,18,10,1,15
2354,36,10,0,40
2355,73,10,0,35
2356,30,12,0,40
2357,51,13,0,50
2358,43,9,0,30
2359,25,7,0,40
2360,55,14,0,40
2361,43,9,0,45
2362,33,9,0,60
2363,43,14,1,40
2364,41,11,1,38
2365,20,9,0,25
2366,54,14,0,45
2367,64,9,0,20
2368,53,15,0,38
2369,24,13,1,40
2370,31,13,1,43
2371,42,13,1,50
2372,68,10,0,30
2373,39,8,0,40
2374,50,10,0,28
2375,26,10,0,40
2376,64,9,1,35
2377,22,13,1,40
2378,37,10,0,40
2379,36,10,0,45
2380,18,7,1,19
2381,50,14,1,45
2382,44,14,1,40
2383,29,9,0,40
2384,43,12,1,45
2385,34,10,0,40
2386,28,10,0,40
2387,30,9,0,40
2388,46,10,0,50
2389,24,9,0,40
2390,90,9,0,50
2391,39,9,0,72
2392,51,13,1,40
2393,63,9,0,30
2394,24,9,0,40
2395,38,13,0,52
2396,55,9,1,50
2397,36,15,0,55
2398,49,7,0,60
2399,21,10,0,10
2400,35,10,1,40
2401,19,9,1,24
2402,47,11,0,26
2403,33,15,0,40
2404,23,10,0,40
2405,19,9,0,30
2406,77,3,0,20
2407,25,10,1,40
2408,35,9,0,30
2409,47,10,0,40
2410,59,10,0,56
2411,30,9,1,26
2412,38,7,0,40
2413,40,9,0,32
2414,50,13,1,32
2415,46,15,0,60
2416,59,9,0,40
2417,28,11,0,60
2418,44,10,0,45
2419,35,7,0,50
2420,20,10,0,25
2421,35,13,1,16
2422,29,7,1,40
2423,41,13,0,40
2424,28,10,0,40
2425,18,8,0,40
2426,27,9,1,40
2427,47,7,0,40
2428,45,9,0,40
2429,35,10,1,40
2430,48,11,0,50
2431,25,14,1,40
2432,53,9,0,10
2433,49,9,0,40
2434,31,9,0,52
2435,21,11,1,40
2436,40,14,1,38
2437,46,14,0,25
2438,29,10,0,45
2439,27,9,0,40
2440,35,10,0,45
2441,41,10,0,40
2442,19,10,0,40
2443,18,7,0,48
2444,49,10,0,43
2445,56,9,0,40
2446,33,13,0,50
2447,36,5,0,25
2448,29,9,1,40
2449,29,14,0,20
2450,43,9,0,40
2451,43,13,0,60
2452,43,7,0,55
2453,52,9,0,40
2454,34,9,0,38
2455,48,9,0,40
2456,62,9,1,40
2457,25,13,1,20
2458,25,14,0,55
2459,58,10,1,20
2460,44,9,0,40
2461,34,3,0,40
2462,39,9,0,40
2463,47,12,0,50
2464,23,9,0,40
2465,20,10,1,20
2466,26,10,0,40
2467,45,9,1,40
2468,54,10,0,28
2469,37,8,1,40
2470,44,7,0,40
2471,33,3,0,20
2472,24,10,0,42
2473,51,14,0,40
2474,56,10,1,32
2475,36,14,1,40
2476,32,11,0,45
2477,19,7,1,35
2478,63,5,0,40
2479,23,13,1,50
2480,36,15,0,60
2481,19,8,1,40
2482,48,9,1,40
2483,34,13,0,60
2484,42,14,0,40
2485,33,9,1,38
2486,17,5,1,20
2487,17,5,1,16
2488,34,8,0,40
2489,61,9,0,40
2490,57,10,0,50
2491,29,8,0,40
2492,43,13,0,40
2493,19,8,1,40
2494,49,9,0,50
2495,51,4,0,40
2496,17,6,0,15
2497,46,13,0,40
2498,60,13,0,48
2499,17,8,0,40
2500,35,15,0,40
2501,19,9,1,40
2502,38,10,0,50
2503,31,10,0,35
2504,31,4,0,60
2505,28,13,0,50
2506,33,9,0,40
2507,28,14,0,40
2508,40,9,1,22
2509,40,10,0,40
2510,81,14,0,60
2511,51,14,0,40
2512,56,10,0,40
2513,36,8,0,40
2514,18,8,1,30
2515,18,9,0,40
2516,40,10,1,45
2517,51,5,0,50
2518,29,10,0,40
2519,38,13,0,50
2520,63,9,1,40
2521,67,14,1,40
2522,29,6,0,40
2523,28,9,1,40
2524,22,10,1,40
2525,51,16,0,52
2526,38,12,0,40
2527,45,6,1,40
2528,47,10,0,40
2529,19,4,1,40
2530,52,7,1,20
2531,56,9,1,35
2532,23,13,1,40
2533,40,13,0,40
2534,47,10,1,35
2535,33,9,1,40
2536,57,15,0,36
2537,20,7,0,40
2538,45,9,0,45
2539,66,11,1,40
2540,63,14,0,68
2541,35,16,0,60
2542,18,10,0,48
2543,30,6,0,40
2544,67,4,0,40
2545,38,3,0,40
2546,51,14,0,60
2547,73,13,0,30
2548,51,9,1,40
2549,44,9,1,30
2550,24,9,1,38
2551,36,13,0,55
2552,47,13,0,45
2553,29,13,1,40
2554,33,9,0,40
2555,39,9,0,55
2556,17,7,1,40
2557,48,8,1,50
2558,30,10,1,25
2559,37,11,0,60
2560,45,14,0,50
2561,37,13,0,40
2562,27,13,0,45
2563,43,10,1,20
2564,35,10,1,40
2565,27,9,1,42
2566,34,9,0,35
2567,61,4,0,40
2568,45,13,0,60
2569,28,10,0,40
2570,51,9,0,40
2571,41,12,1,38
2572,22,13,1,25
2573,63,8,1,40
2574,37,9,1,35
2575,18,9,1,40
2576,26,9,0,40
2577,27,12,0,40
2578,23,9,0,45
2579,24,13,0,40
2580,37,13,0,40
2581,63,7,0,37
2582,32,13,1,40
2583,43,14,0,40
2584,32,9,0,40
2585,30,13,1,60
2586,36,9,0,40
2587,27,9,0,50
2588,39,9,0,48
2589,38,13,0,40
2590,40,14,0,40
2591,50,9,0,60
2592,58,10,0,40
2593,19,10,0,40
2594,22,10,0,40
2595,62,9,0,40
2596,28,9,0,50
2597,30,12,1,40
2598,23,10,0,45
2599,26,9,0,40
2600,61,13,0,30
2601,27,13,1,40
2602,34,9,0,40
2603,55,10,1,40
2604,47,10,0,40
2605,34,9,0,60
2606,35,9,0,50
2607,27,11,1,40
2608,33,9,0,40
2609,41,10,0,40
2610,33,3,0,50
2611,33,9,0,40
2612,45,2,1,25
2613,49,9,0,50
2614,34,4,1,40
2615,42,12,1,40
2616,26,13,1,80
2617,40,13,0,40
2618,36,9,0,40
2619,31,5,0,45
2620,38,9,1,35
2621,24,10,1,35
2622,27,9,0,48
2623,44,9,0,40
2624,48,14,0,50
2625,35,10,0,50
2626,38,7,1,40
2627,50,16,0,64
2628,41,15,0,50
2629,47,14,0,60
2630,27,11,0,40
